path,category,lines,words,headings,assessment,flags,recommendation
.agents/role_cards/chronicle_keeper.md,role_cards,27,130,5,thin-role-card,custom-chronicle,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/code_reviewer.md,role_cards,27,132,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/consistency_auditor.md,role_cards,27,131,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/conversation_designer.md,role_cards,28,133,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/customer_support_analyst.md,role_cards,27,134,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/cx_researcher.md,role_cards,27,135,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/data_architect.md,role_cards,28,132,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/data_visualization_designer.md,role_cards,28,132,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/delivery_manager.md,role_cards,27,129,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/dependency_curator.md,role_cards,27,127,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/design_engineer.md,role_cards,39,221,8,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/design_system_guardian.md,role_cards,39,213,8,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/devops_release_engineer.md,role_cards,28,134,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/domain_expert.md,role_cards,27,128,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/experimentation_specialist.md,role_cards,27,129,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/frontend_architect.md,role_cards,27,135,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/frontend_engineer.md,role_cards,22,126,4,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/growth_activation_strategist.md,role_cards,29,130,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/incident_investigator.md,role_cards,28,128,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/information_architect.md,role_cards,27,130,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/intake_orchestrator.md,role_cards,26,146,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/localization_specialist.md,role_cards,28,130,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/market_researcher.md,role_cards,27,130,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/migration_planner.md,role_cards,27,127,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/mobile_architect.md,role_cards,27,136,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/model_evaluation_specialist.md,role_cards,27,136,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/observability_engineer.md,role_cards,27,129,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/performance_engineer.md,role_cards,28,132,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/privacy_compliance_reviewer.md,role_cards,28,138,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/product_designer.md,role_cards,41,227,8,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/product_strategist.md,role_cards,27,132,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/qa_engineer.md,role_cards,36,191,7,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/refactoring_specialist.md,role_cards,27,131,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/security_reviewer.md,role_cards,29,133,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/service_designer.md,role_cards,27,138,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/solution_architect.md,role_cards,27,126,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/team_architect.md,role_cards,29,149,6,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/technical_writer.md,role_cards,28,132,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/ux_interaction_reviewer.md,role_cards,28,134,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/ux_researcher.md,role_cards,27,135,5,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/ux_writer.md,role_cards,32,171,6,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
.agents/role_cards/visual_design_director.md,role_cards,34,189,7,thin-role-card,,"Add decision rights, methodologies, evidence standards, anti-patterns, and task-type metadata; keep card concise but meaningful."
AGENTS.md,root,308,2053,18,critical-overloaded,legacy-task-reference;custom-chronicle;large,Root kernel mixes stable invariants with task-specific policies; shrink and route details.
CHRONICLE.md,root,19,107,2,adequate,custom-chronicle,Keep; review during 4.0 migration.
CURRENT.md,root,45,161,7,adequate,legacy-task-reference;custom-chronicle,Keep; review during 4.0 migration.
FIRST_PROMPT.md,root,55,302,1,redundant,legacy-task-reference;custom-chronicle,"Repeats auto-loaded AGENTS and Tier-0 policy; should become user quickstart, not runtime dependency."
README.md,root,46,287,7,adequate,custom-chronicle,Keep; review during 4.0 migration.
TASK.md,root,14,59,1,adequate,custom-chronicle,Keep; review during 4.0 migration.
TASK_INDEX.md,root,12,61,2,adequate,,Keep; review during 4.0 migration.
TEAM.md,root,495,2256,50,large-reference,custom-chronicle;large,Useful catalogue but too large for runtime loading; reference/index only.
docs/scenario_tests/agent_id_no_personal_names.md,scenario_md,17,30,4,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/ai_tool_agent.md,scenario_md,17,24,3,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/anticipation_proposals_before_implementation.md,scenario_md,17,28,4,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/api_data_shape_prewarm.md,scenario_md,15,71,4,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/backend_bugfix.md,scenario_md,11,14,3,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/chronicle_compaction_after_task.md,scenario_md,7,17,2,thin-scenario,custom-chronicle;very-thin,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/context_prune_after_long_work.md,scenario_md,12,31,3,thin-scenario,custom-chronicle,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/conversation_ui.md,scenario_md,13,16,3,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/current_page_ui_review_bounded.md,scenario_md,16,25,3,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/dashboard_design.md,scenario_md,13,17,3,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/debug_control_and_content_realism_review.md,scenario_md,17,31,4,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/existing_product_knowledge_onboarding.md,scenario_md,17,80,4,thin-scenario,custom-chronicle,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/existing_repo_feature_change.md,scenario_md,10,14,3,thin-scenario,very-thin,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/generated_manifest_self_validation_blocked.md,scenario_md,15,34,3,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/good_bad_examples_redesign.md,scenario_md,18,32,4,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/governed_ds_folder.md,scenario_md,14,23,3,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/greenfield_product_start.md,scenario_md,17,80,4,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/module_design_handoff_ds.md,scenario_md,32,52,5,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/new_task_protocol_ui_button.md,scenario_md,19,97,4,thin-scenario,legacy-task-reference;custom-chronicle,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/new_task_safe_autonomy.md,scenario_md,18,67,4,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/opportunity_event.md,scenario_md,6,11,2,thin-scenario,very-thin,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/proactive_anticipation_scope_change.md,scenario_md,20,47,4,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/production_web_service_code_ds.md,scenario_md,38,57,4,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/reference_driven_ui_prototype_blocking.md,scenario_md,23,39,4,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/screen_redesign_existing_ds.md,scenario_md,15,20,3,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/service_journey.md,scenario_md,11,15,3,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/subagent_bounded_ticket_packet.md,scenario_md,17,30,4,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/subagent_hang_recovery.md,scenario_md,14,26,4,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/taste_calibrated_ui_prototype.md,scenario_md,20,33,4,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/taste_sensitive_ui_concept_no_ds.md,scenario_md,27,62,5,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/ticketed_memory_new_task.md,scenario_md,16,30,4,thin-scenario,legacy-task-reference,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/tiny_copy_change.md,scenario_md,12,24,2,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/ui_prototype_no_ds.md,scenario_md,20,50,3,thin-scenario,,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
docs/scenario_tests/ux_research_only.md,scenario_md,10,14,3,thin-scenario,very-thin,"Convert to executable fixture with prompt, repo setup, expected traces/artifacts, forbidden actions, and grader."
simulations/README.md,simulations,3,9,1,placeholder-simulation,,Replace generic checklist with runnable evaluation fixture and scorecard.
simulations/SIM-001-existing-ui-task.md,simulations,14,49,3,placeholder-simulation,,Replace generic checklist with runnable evaluation fixture and scorecard.
simulations/SIM-002-greenfield-product.md,simulations,14,47,3,placeholder-simulation,,Replace generic checklist with runnable evaluation fixture and scorecard.
simulations/SIM-003-api-dependent-ui.md,simulations,14,49,3,placeholder-simulation,,Replace generic checklist with runnable evaluation fixture and scorecard.
simulations/SIM-004-design-system-compliance.md,simulations,14,49,3,placeholder-simulation,,Replace generic checklist with runnable evaluation fixture and scorecard.
simulations/SIM-005-context-economy-stress.md,simulations,14,49,3,placeholder-simulation,,Replace generic checklist with runnable evaluation fixture and scorecard.
simulations/SIM-006-subagent-approval.md,simulations,14,47,3,placeholder-simulation,,Replace generic checklist with runnable evaluation fixture and scorecard.
simulations/SIM-007-product-knowledge-prewarm.md,simulations,14,49,3,placeholder-simulation,,Replace generic checklist with runnable evaluation fixture and scorecard.
simulations/SIM-008-chronicle-compaction.md,simulations,14,47,3,placeholder-simulation,,Replace generic checklist with runnable evaluation fixture and scorecard.
simulations/SIM-009-framework-loading.md,simulations,14,47,3,placeholder-simulation,,Replace generic checklist with runnable evaluation fixture and scorecard.
simulations/SIM-010-no-code-without-approval.md,simulations,14,51,3,placeholder-simulation,,Replace generic checklist with runnable evaluation fixture and scorecard.
.agents/skills/accessibility-check/SKILL.md,skills,54,145,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/ai-ml-planning/SKILL.md,skills,54,147,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/ai-safety-review/SKILL.md,skills,54,145,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/analytics-planning/SKILL.md,skills,54,139,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/anticipation-radar/SKILL.md,skills,52,185,11,adequate,,Keep; review during 4.0 migration.
.agents/skills/api-contract-review/SKILL.md,skills,54,141,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/api-data-shape-prewarm/SKILL.md,skills,35,164,4,adequate,,Keep; review during 4.0 migration.
.agents/skills/architecture-planning/SKILL.md,skills,54,137,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/bounded-discovery/SKILL.md,skills,40,168,5,adequate,,Keep; review during 4.0 migration.
.agents/skills/chronicle-compaction/SKILL.md,skills,16,38,2,adequate,custom-chronicle,Keep; review during 4.0 migration.
.agents/skills/component-contract-scan/SKILL.md,skills,43,147,11,adequate,,Keep; review during 4.0 migration.
.agents/skills/content-pattern-review/SKILL.md,skills,54,143,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/content-realism-review/SKILL.md,skills,22,87,4,adequate,,Keep; review during 4.0 migration.
.agents/skills/context-prune/SKILL.md,skills,24,129,3,adequate,custom-chronicle,Keep; review during 4.0 migration.
.agents/skills/context-snapshot/SKILL.md,skills,19,85,3,adequate,custom-chronicle,Keep; review during 4.0 migration.
.agents/skills/conversation-design/SKILL.md,skills,54,141,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/creative-improvement-loop/SKILL.md,skills,59,180,15,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/creative-tension-review/SKILL.md,skills,67,260,18,adequate,,Keep; review during 4.0 migration.
.agents/skills/current-page-ui-review/SKILL.md,skills,23,97,0,adequate,,Keep; review during 4.0 migration.
.agents/skills/customer-support-analysis/SKILL.md,skills,54,143,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/cx-journey-mapping/SKILL.md,skills,54,139,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/data-architecture-review/SKILL.md,skills,54,139,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/data-visualization-review/SKILL.md,skills,54,143,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/debug-control-review/SKILL.md,skills,22,89,4,adequate,,Keep; review during 4.0 migration.
.agents/skills/dependency-review/SKILL.md,skills,54,137,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/design-critique/SKILL.md,skills,54,141,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/design-handoff-qa/SKILL.md,skills,50,172,12,adequate,,Keep; review during 4.0 migration.
.agents/skills/design-qa/SKILL.md,skills,62,206,17,adequate,,Keep; review during 4.0 migration.
.agents/skills/design-recon/SKILL.md,skills,68,252,17,adequate,,Keep; review during 4.0 migration.
.agents/skills/design-source-authority/SKILL.md,skills,23,107,4,adequate,,Keep; review during 4.0 migration.
.agents/skills/design-system-compliance/SKILL.md,skills,64,219,15,adequate,,Keep; review during 4.0 migration.
.agents/skills/design-system-manifest/SKILL.md,skills,50,168,6,adequate,,Keep; review during 4.0 migration.
.agents/skills/devops-release-planning/SKILL.md,skills,54,143,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/ds-code-contract-enforcement/SKILL.md,skills,48,159,14,adequate,,Keep; review during 4.0 migration.
.agents/skills/e2e-visual-state-capture/SKILL.md,skills,43,142,11,adequate,,Keep; review during 4.0 migration.
.agents/skills/example-taste-board/SKILL.md,skills,52,189,12,adequate,,Keep; review during 4.0 migration.
.agents/skills/expectation-anticipation/SKILL.md,skills,76,343,13,adequate,custom-chronicle,Keep; review during 4.0 migration.
.agents/skills/experiment-design/SKILL.md,skills,54,141,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/external-evidence-protocol/SKILL.md,skills,54,149,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/framework-loading/SKILL.md,skills,29,129,3,adequate,,Keep; review during 4.0 migration.
.agents/skills/frontend-integration-review/SKILL.md,skills,17,36,2,adequate,,Keep; review during 4.0 migration.
.agents/skills/greenfield-onboarding/SKILL.md,skills,39,129,5,adequate,,Keep; review during 4.0 migration.
.agents/skills/growth-activation-planning/SKILL.md,skills,54,139,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/handoff-docs/SKILL.md,skills,54,143,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/impact-map/SKILL.md,skills,30,143,3,adequate,,Keep; review during 4.0 migration.
.agents/skills/implementation-review/SKILL.md,skills,53,184,17,adequate,,Keep; review during 4.0 migration.
.agents/skills/incident-review/SKILL.md,skills,54,139,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/information-architecture/SKILL.md,skills,54,139,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/knowledge-freshness-review/SKILL.md,skills,28,94,3,adequate,,Keep; review during 4.0 migration.
.agents/skills/knowledge-update/SKILL.md,skills,28,98,3,adequate,custom-chronicle,Keep; review during 4.0 migration.
.agents/skills/localization-review/SKILL.md,skills,54,141,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/manifest-freeze-check/SKILL.md,skills,27,114,5,adequate,,Keep; review during 4.0 migration.
.agents/skills/market-research-planning/SKILL.md,skills,54,141,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/memory-integrity-check/SKILL.md,skills,20,100,3,adequate,legacy-task-reference;custom-chronicle,Keep; review during 4.0 migration.
.agents/skills/migration-planning/SKILL.md,skills,54,139,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/model-evaluation/SKILL.md,skills,54,141,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/module-design/SKILL.md,skills,69,282,24,adequate,,Keep; review during 4.0 migration.
.agents/skills/new-task-protocol/SKILL.md,skills,39,208,5,adequate,custom-chronicle,Keep; review during 4.0 migration.
.agents/skills/observability-planning/SKILL.md,skills,54,139,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/opportunity-event-triage/SKILL.md,skills,59,171,15,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/performance-review/SKILL.md,skills,54,141,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/privacy-impact-review/SKILL.md,skills,54,141,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/proactive-proposal-review/SKILL.md,skills,35,113,7,adequate,,Keep; review during 4.0 migration.
.agents/skills/product-knowledge-onboarding/SKILL.md,skills,33,157,4,adequate,,Keep; review during 4.0 migration.
.agents/skills/product-planning/SKILL.md,skills,54,143,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/production-readiness-review/SKILL.md,skills,52,141,18,adequate,,Keep; review during 4.0 migration.
.agents/skills/production-service-planning/SKILL.md,skills,46,145,16,adequate,,Keep; review during 4.0 migration.
.agents/skills/progress-chronicle/SKILL.md,skills,54,143,14,generic-placeholder,custom-chronicle,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/prototype-ui-kit/SKILL.md,skills,66,292,19,adequate,,Keep; review during 4.0 migration.
.agents/skills/refactoring-planning/SKILL.md,skills,54,133,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/reference-fidelity/SKILL.md,skills,40,185,6,adequate,,Keep; review during 4.0 migration.
.agents/skills/repo-recon/SKILL.md,skills,51,222,16,adequate,,Keep; review during 4.0 migration.
.agents/skills/research-ops/SKILL.md,skills,54,141,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/research-planning/SKILL.md,skills,54,139,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/risk-review/SKILL.md,skills,54,139,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/screen-redesign/SKILL.md,skills,73,288,24,adequate,,Keep; review during 4.0 migration.
.agents/skills/screenshot-reference-comparison/SKILL.md,skills,27,109,5,adequate,,Keep; review during 4.0 migration.
.agents/skills/security-review/SKILL.md,skills,54,137,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/self-audit/SKILL.md,skills,54,145,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/service-blueprint/SKILL.md,skills,54,143,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/state-matrix/SKILL.md,skills,43,170,7,adequate,,Keep; review during 4.0 migration.
.agents/skills/subagent-failure-recovery/SKILL.md,skills,16,88,0,adequate,,Keep; review during 4.0 migration.
.agents/skills/subagent-orchestration/SKILL.md,skills,65,214,16,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/subagent-run-contract/SKILL.md,skills,17,67,0,adequate,,Keep; review during 4.0 migration.
.agents/skills/task-intake/SKILL.md,skills,54,153,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/task-ledger/SKILL.md,skills,22,100,3,adequate,legacy-task-reference,Keep; review during 4.0 migration.
.agents/skills/taste-calibration/SKILL.md,skills,72,251,17,adequate,,Keep; review during 4.0 migration.
.agents/skills/taste-review/SKILL.md,skills,68,240,15,adequate,,Keep; review during 4.0 migration.
.agents/skills/team-routing/SKILL.md,skills,54,143,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/threat-modeling/SKILL.md,skills,54,135,14,generic-placeholder,,"Replace boilerplate with domain method, inputs/outputs, examples, failure modes, and optional scripts/references; or remove alias."
.agents/skills/ticket-router/SKILL.md,skills,19,104,3,adequate,,Keep; review during 4.0 migration.
.agents/skills/ui-heuristic-audit/SKILL.md,skills,52,171,8,adequate,,Keep; review during 4.0 migration.
.agents/skills/ui-review-packet/SKILL.md,skills,19,72,0,adequate,,Keep; review during 4.0 migration.
